device,date,role,final_tier,support_class,combined_score,raw_tier,raw_score,raw_axes_present,raw_total_axis_hits,csv_support_score,csv_axes_present,csv_total_hits,raw_trial_ab,csv_trial_ab,raw_cloud_trust,csv_cloud_trust,raw_policy_restriction,csv_policy_restriction,raw_backup_manifest,csv_backup_manifest,raw_telecom_wifi_proximity,csv_telecom_wifi_proximity,raw_daemon_seam,csv_daemon_seam,raw_evidence_pressure,csv_evidence_pressure,raw_lateral_trust,csv_lateral_trust,raw_shadow_cloud_terms,csv_shadow_cloud_terms
EXT_REMOTE_GEO_C,2025-08-04,EXTERNAL_GEO_SEPARATED,A_CROSS_CORE_0804,RAW_AND_CSV_RESULT_SUPPORT,323.084,A_RAW_CORE_0804,243.015,9,892,165.912,9,37415,133,5286,96,4908,28,3783,98,4045,102,5431,127,1262,240,6423,49,283,19,5994
USER_BRIDGE_15G,2025-08-06,BRIDGE_TO_LATER_JOKER,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,322.033,B_RAW_WINDOW_SUPPORT,251.234,9,1770,170.853,9,57011,330,6651,418,6479,7,1941,25,6120,348,14055,113,3047,370,11124,42,3511,117,4083
EXT_UNCERTAIN_B,2025-08-05,EXTERNAL_CRITICAL_UNCERTAIN_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,321.754,B_RAW_WINDOW_SUPPORT,255.935,9,2527,148.055,9,6784,107,644,399,593,9,580,24,445,997,841,77,686,809,1562,62,119,43,1314
USER_BRIDGE_15G,2025-08-03,BRIDGE_TO_LATER_JOKER,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,321.486,B_RAW_WINDOW_SUPPORT,251.066,9,1997,169.771,9,27616,174,2371,881,3118,8,1278,32,2738,231,6734,165,2734,382,4577,28,1145,96,2921
USER_DEVICE_MINI2,2025-08-02,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,318.985,B_RAW_WINDOW_SUPPORT,254.175,9,2239,168.028,9,21568,318,1724,1203,3547,18,649,39,3481,99,2581,264,2314,259,3887,36,1020,3,2365
USER_DEVICE_MINI2,2025-08-06,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,318.889,B_RAW_WINDOW_SUPPORT,252.684,9,2024,172.015,9,48882,394,4465,688,8125,8,1400,71,6796,114,5096,436,5039,254,11381,19,1038,40,5542
USER_DEVICE_MINI2,2025-08-04,USER_CLUSTER_SUPPORT,A_CROSS_CORE_0804,RAW_AND_CSV_RESULT_SUPPORT,318.885,A_RAW_CORE_0804,245.759,9,1929,168.93,9,23293,156,2212,1251,3751,21,1197,24,3447,114,2680,141,2306,141,4807,27,962,54,1931
USER_ORIGIN_MINI1,2025-08-06,ORIGIN_CORE,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,317.748,B_RAW_WINDOW_SUPPORT,245.821,9,3398,174.076,9,123534,20,10488,2136,13987,14,6651,57,12836,91,15563,864,11129,160,26103,49,13482,7,13295
EXT_UNCERTAIN_B,2025-08-01,EXTERNAL_CRITICAL_UNCERTAIN_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,317.72,B_RAW_WINDOW_SUPPORT,253.3,8,3221,144.057,9,6672,61,434,394,414,11,327,21,352,1722,600,117,1430,816,1228,79,115,0,1772
EXT_CONTACT_D,2025-08-07,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,316.499,B_RAW_WINDOW_SUPPORT,252.461,9,2176,165.824,9,33293,250,3257,980,4790,11,2397,22,3763,141,4040,162,1853,511,6420,33,204,66,6569
EXT_CONTACT_D,2025-08-02,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,316.146,B_RAW_WINDOW_SUPPORT,256.61,9,2500,152.959,9,9461,216,886,1355,883,13,796,118,918,80,915,177,1041,501,1948,39,73,1,2001
EXT_UNCERTAIN_B,2025-08-03,EXTERNAL_CRITICAL_UNCERTAIN_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,315.754,B_RAW_WINDOW_SUPPORT,255.731,9,2353,131.493,9,3377,131,248,203,245,8,193,20,129,795,264,112,562,936,665,109,108,39,963
EXT_CONTACT_D,2025-08-06,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,315.142,B_RAW_WINDOW_SUPPORT,251.544,9,2082,164.565,9,25681,224,2380,1003,3454,12,2102,24,2834,150,3117,127,1370,444,5098,33,215,65,5111
EXT_CONTACT_D,2025-08-08,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,313.684,B_RAW_WINDOW_SUPPORT,250.363,9,1945,163.773,9,20759,92,2011,1023,2865,11,1757,107,2209,157,2559,48,1618,402,3894,34,183,71,3663
USER_BRIDGE_15G,2025-08-04,BRIDGE_TO_LATER_JOKER,A_CROSS_CORE_0804,RAW_AND_CSV_RESULT_SUPPORT,306.626,A_RAW_CORE_0804,228.446,9,1195,169.085,9,27413,151,2243,223,2962,2,678,17,2621,287,7215,68,2806,316,5311,27,1444,104,2133
EXT_REMOTE_GEO_C,2025-08-02,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,303.572,B_RAW_WINDOW_SUPPORT,233.254,9,730,160.91,9,13098,74,1926,61,1463,46,967,123,896,60,1858,68,1038,252,1803,43,352,3,2795
USER_DEVICE_12G,2025-08-05,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,302.779,B_RAW_WINDOW_SUPPORT,237.123,8,1944,170.447,9,36697,598,2937,765,6360,14,1646,24,5739,26,4600,362,2754,129,6898,26,1921,0,3842
USER_DEVICE_11PRO,2025-08-03,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,299.39,B_RAW_WINDOW_SUPPORT,233.893,9,1756,169.992,9,33780,666,3599,508,5512,10,1604,17,4815,51,4768,371,2024,113,6381,19,1404,1,3673
EXT_REMOTE_GEO_C,2025-08-06,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,297.812,B_RAW_WINDOW_SUPPORT,226.366,9,558,164.131,9,19295,59,2828,62,2089,27,1556,77,1718,90,2971,85,1056,96,3166,38,265,24,3646
EXT_REMOTE_GEO_C,2025-08-05,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,295.373,B_RAW_WINDOW_SUPPORT,224.451,9,544,162.634,9,19299,58,2963,57,2250,28,1098,76,1614,78,3097,83,946,111,3502,31,168,22,3661
EXT_REMOTE_GEO_C,2025-08-03,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,294.963,B_RAW_WINDOW_SUPPORT,223.881,9,627,163.092,9,19973,89,3028,36,2343,13,1855,74,2005,94,3103,108,775,155,3257,34,188,24,3419
USER_DEVICE_11PRO,2025-08-02,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,294.117,B_RAW_WINDOW_SUPPORT,229.364,9,1545,167.867,9,29876,622,2265,417,5591,8,1088,18,5631,45,3759,326,1023,87,5373,21,1541,1,3605
USER_DEVICE_11PRO,2025-08-08,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,294.046,B_RAW_WINDOW_SUPPORT,228.872,9,1245,169.068,9,27941,309,2523,489,3030,8,1240,25,3056,67,4671,203,2783,103,6359,10,692,31,3587
EXT_NO_CONTACT_A,2025-08-10,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,291.248,B_RAW_WINDOW_SUPPORT,283.248,9,3254,0,0,0,359,0,1242,0,21,0,436,0,410,0,187,0,510,0,41,0,48,0
USER_BRIDGE_15G,2025-08-08,BRIDGE_TO_LATER_JOKER,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,289.606,B_RAW_WINDOW_SUPPORT,218.75,8,1039,171.016,9,49785,64,4174,686,7059,7,2275,27,6667,33,11235,81,3219,87,8198,54,2470,0,4488
USER_BRIDGE_15G,2025-08-01,BRIDGE_TO_LATER_JOKER,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,288.423,B_RAW_WINDOW_SUPPORT,217.917,8,1057,170.016,9,32412,106,2801,529,4278,3,1208,15,4022,70,7745,124,2458,185,5014,25,1637,0,3249
USER_DEVICE_MINI2,2025-08-07,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,284.771,B_RAW_WINDOW_SUPPORT,221.91,9,1055,162.461,9,21589,311,1170,26,3589,2,161,29,3907,70,1960,171,1623,358,5521,58,1405,30,2253
USER_DEVICE_11PRO,2025-08-07,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,280.929,B_RAW_WINDOW_SUPPORT,215.874,9,757,168.73,9,22759,59,2459,381,2602,13,1270,13,3254,111,3509,33,1658,97,4549,16,1192,34,2266
EXT_NO_CONTACT_A,2025-08-07,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,277.204,B_RAW_WINDOW_SUPPORT,269.204,9,2795,0,0,0,246,0,790,0,10,0,530,0,187,0,65,0,868,0,41,0,58,0
EXT_CONTACT_E_12PROMAX,2025-08-03,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,268.622,B_RAW_WINDOW_SUPPORT,210.814,9,785,148.023,9,7225,147,1052,39,1187,9,183,23,431,111,1303,16,240,417,1207,22,232,1,1390
EXT_NO_CONTACT_A,2025-08-05,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,266.505,B_RAW_WINDOW_SUPPORT,258.505,9,2065,0,0,0,317,0,872,0,18,0,35,0,339,0,166,0,236,0,29,0,53,0
USER_BRIDGE_15G,2025-08-02,BRIDGE_TO_LATER_JOKER,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,265.5,B_RAW_WINDOW_SUPPORT,201.013,9,760,152.821,9,9596,184,904,17,648,2,141,10,1261,232,2951,57,561,155,1796,11,616,92,718
EXT_NO_CONTACT_A,2025-08-08,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,264.542,B_RAW_WINDOW_SUPPORT,256.542,9,1967,0,0,0,490,0,411,0,6,0,60,0,355,0,352,0,209,0,33,0,51,0
EXT_CONTACT_D,2025-08-01,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,259.858,B_RAW_WINDOW_SUPPORT,209.576,9,730,126.52,9,3306,134,192,20,249,5,123,95,262,48,141,75,551,336,764,13,29,4,995
EXT_NO_CONTACT_A,2025-08-09,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,258.473,B_RAW_WINDOW_SUPPORT,250.473,9,1887,0,0,0,122,0,1039,0,11,0,38,0,225,0,149,0,193,0,40,0,70,0
EXT_NO_CONTACT_A,2025-08-06,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,238.974,B_RAW_WINDOW_SUPPORT,230.974,9,1222,0,0,0,80,0,769,0,12,0,28,0,83,0,84,0,125,0,31,0,10,0
USER_DEVICE_11PRO,2025-08-05,USER_CLUSTER_SUPPORT,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,236.225,B_RAW_WINDOW_SUPPORT,173.744,8,589,161.375,9,11652,288,1424,9,1128,0,591,3,1853,60,1360,135,741,63,2601,6,460,25,1494
EXT_REMOTE_GEO_C,2025-08-01,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,232.735,B_RAW_WINDOW_SUPPORT,168.959,8,231,142.218,9,5983,76,953,14,571,2,324,58,445,15,767,33,537,26,1158,7,32,0,1196
EXT_CONTACT_E_6SPLUS,2025-08-04,EXTERNAL_CONTACT_KNOWN,A_CROSS_CORE_0804,RAW_AND_CSV_RESULT_SUPPORT,227.325,A_RAW_CORE_0804,212.423,8,1019,2.576,1,2,6,0,27,0,10,0,536,0,103,0,44,0,264,2,29,0,0,0
EXT_CONTACT_E_6SPLUS,2025-08-10,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,216.324,B_RAW_WINDOW_SUPPORT,207.656,9,812,7.622,3,6,7,0,58,2,11,0,481,0,140,0,62,2,37,2,15,0,1,0
EXT_REMOTE_GEO_C,2025-08-09,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,213.447,B_RAW_WINDOW_SUPPORT,154.235,8,203,129.177,9,4041,41,832,5,272,2,226,6,22,29,849,11,113,103,602,6,64,0,1061
EXT_REMOTE_GEO_C,2025-08-10,EXTERNAL_GEO_SEPARATED,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,209.222,B_RAW_WINDOW_SUPPORT,150.968,8,227,126.439,9,2909,22,551,7,304,6,239,6,42,17,558,8,109,159,498,2,33,0,575
EXT_CONTACT_E_6SPLUS,2025-08-09,EXTERNAL_CONTACT_KNOWN,B_RAW_WINDOW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,207.286,B_RAW_WINDOW_SUPPORT,200.384,9,699,2.576,1,2,6,0,27,0,11,0,410,0,135,0,55,0,42,2,12,0,1,0
EXT_NO_CONTACT_A,2025-08-03,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,B_RAW_WINDOW_SUPPORT,RAW_ONLY,199.714,B_RAW_WINDOW_SUPPORT,191.714,8,603,0,0,0,131,0,7,0,0,0,15,0,100,0,108,0,161,0,25,0,56,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-01,GENERIC_EXTERNAL_LABEL_WEAK,C_RAW_SUPPORT,RAW_AND_CSV_RESULT_SUPPORT,194.084,C_RAW_SUPPORT,354.759,9,39362,78.312,9,230,7346,17,1413,13,167,3,423,14,14029,88,4179,11,10257,54,1535,27,13,3
EXT_CONTACT_E_6SPLUS,2025-08-05,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,178.481,D_WEAK_OR_GENERIC,171.579,8,664,2.576,1,2,0,0,27,0,11,0,411,0,113,0,53,0,40,2,8,0,1,0
EXT_CONTACT_E_6SPLUS,2025-08-07,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,174.15,D_WEAK_OR_GENERIC,165.651,7,745,7.14,1,20,0,0,71,0,1,0,378,0,30,0,125,0,107,20,33,0,0,0
EXT_CONTACT_E_6SPLUS,2025-08-08,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,127.026,D_WEAK_OR_GENERIC,119.705,6,440,3.774,1,4,0,0,14,0,0,0,361,0,6,0,28,0,25,4,6,0,0,0
EXT_CONTACT_E_6SPLUS,2025-08-03,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,111.937,D_WEAK_OR_GENERIC,105.035,6,365,2.576,1,2,0,0,8,0,0,0,322,0,3,0,14,0,14,2,4,0,0,0
EXT_CONTACT_E_6SPLUS,2025-08-02,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,110.495,D_WEAK_OR_GENERIC,103.593,6,325,2.576,1,2,0,0,8,0,0,0,281,0,3,0,14,0,16,2,3,0,0,0
EXT_CONTACT_E_6SPLUS,2025-08-01,EXTERNAL_CONTACT_KNOWN,D_WEAK_OR_GENERIC,RAW_AND_CSV_RESULT_SUPPORT,90.951,D_WEAK_OR_GENERIC,84.049,6,50,2.576,1,2,0,0,8,0,0,0,5,0,3,0,14,0,16,2,4,0,0,0
LOW_EXPOSURE_IPAD,2025-08-08,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,20.977,RAW_MISSING,0,0,0,59.935,8,60,0,6,0,6,0,6,0,6,0,6,0,6,0,12,0,12,0,0
LOW_EXPOSURE_IPAD,2025-08-01,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,19.111,RAW_MISSING,0,0,0,54.602,8,48,0,3,0,7,0,3,0,7,0,3,0,3,0,13,0,9,0,0
LOW_EXPOSURE_IPAD,2025-08-09,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,17.26,RAW_MISSING,0,0,0,49.315,8,33,0,3,0,3,0,3,0,3,0,3,0,3,0,9,0,6,0,0
LOW_EXPOSURE_IPAD,2025-08-10,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,17.26,RAW_MISSING,0,0,0,49.315,8,33,0,3,0,3,0,3,0,3,0,3,0,3,0,9,0,6,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-04,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,12.873,RAW_MISSING,0,0,0,50.7,6,104,0,6,0,24,0,0,0,2,0,10,0,12,0,50,0,0,0,0
LOW_EXPOSURE_IPAD,2025-08-04,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,10.856,RAW_MISSING,0,0,0,8.159,3,6,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-09,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,8.895,RAW_MISSING,0,0,0,50.83,6,98,0,4,0,36,0,0,0,10,0,4,0,10,0,34,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-05,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,8.697,RAW_MISSING,0,0,0,49.697,6,92,0,6,0,36,0,0,0,4,0,6,0,6,0,34,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-06,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,8.325,RAW_MISSING,0,0,0,47.568,6,92,0,8,0,24,0,0,0,2,0,2,0,12,0,44,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-08,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,8.301,RAW_MISSING,0,0,0,47.435,6,94,0,6,0,12,0,0,0,2,0,4,0,14,0,56,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-03,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,7.587,RAW_MISSING,0,0,0,43.355,6,60,0,4,0,12,0,0,0,2,0,4,0,4,0,34,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-07,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,7.295,RAW_MISSING,0,0,0,41.682,5,128,0,8,0,48,0,0,0,6,0,0,0,16,0,50,0,0,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-10,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,6.79,RAW_MISSING,0,0,0,38.799,5,92,0,10,0,24,0,0,0,4,0,0,0,14,0,40,0,0,0,0
LOW_EXPOSURE_IPAD,2025-08-02,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,6.694,RAW_MISSING,0,0,0,19.126,4,24,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,6,0,0
LOW_EXPOSURE_IPAD,2025-08-05,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,6.214,RAW_MISSING,0,0,0,17.753,4,24,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,12,0,0
LOW_EXPOSURE_IPAD,2025-08-03,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,5.621,RAW_MISSING,0,0,0,16.059,4,18,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,6,0,0
LOW_EXPOSURE_IPAD,2025-08-06,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,5.621,RAW_MISSING,0,0,0,16.059,4,18,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,6,0,0
CONTROL_OR_GENERIC_EXTERNAL,2025-08-02,GENERIC_EXTERNAL_LABEL_WEAK,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,4.692,RAW_MISSING,0,0,0,26.815,5,32,0,4,0,0,0,0,0,2,0,2,0,6,0,18,0,0,0,0
LOW_EXPOSURE_IPAD,2025-08-07,USER_CLUSTER_SUPPORT,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,3.461,RAW_MISSING,0,0,0,9.888,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
